Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
340,1.1,1.426,1.426,0.534,0.059,0.013,0.028,0.396,0.387,2.552,190.002,0.225,-7.181,0.534,0.059,713.337,,
340,1.1,,,0.54,0.064,0.014,0.036,,,,,0.251,-6.567,0.54,0.064,106.797,,
341,1.1,1.427,1.427,0.533,0.06,0.013,0.028,0.395,0.381,2.552,191.783,0.225,-7.169,0.533,0.06,711.578,,
341,1.1,,,0.54,0.064,0.014,0.036,,,,,0.252,-6.525,0.54,0.064,86.233,,
342,1.1,1.426,1.426,0.536,0.06,0.013,0.028,0.395,0.384,2.542,189.509,0.225,-7.13,0.536,0.06,710.274,,
342,1.1,,,0.479,0.065,0.014,0.036,,,,,0.253,-6.548,0.479,0.065,89.884,,
343,1.1,1.424,1.424,0.536,0.06,0.013,0.028,0.396,0.383,2.54,191.855,0.225,-7.166,0.536,0.06,723.126,,
343,1.1,,,0.748,0.062,0.014,0.036,,,,,0.251,-6.557,0.748,0.062,105.783,,
344,1.1,1.425,1.425,0.534,0.06,0.013,0.028,0.395,0.377,2.541,192.762,0.225,-7.148,0.534,0.06,727.533,,
344,1.1,,,0.737,0.064,0.014,0.036,,,,,0.251,-6.522,0.737,0.064,91.812,,
345,1.1,1.425,1.425,0.535,0.06,0.013,0.028,0.394,0.375,2.541,190.501,0.225,-7.194,0.535,0.06,713.192,,
345,1.1,,,0.706,0.063,0.014,0.036,,,,,0.251,-6.547,0.706,0.063,86.619,,
346,1.1,1.425,1.425,0.537,0.06,0.013,0.028,0.394,0.373,2.541,191.991,0.225,-7.167,0.537,0.06,712.121,,
346,1.1,,,0.626,0.065,0.014,0.036,,,,,0.251,-6.531,0.626,0.065,90.161,,
347,1.1,1.424,1.424,0.534,0.06,0.013,0.028,0.395,0.378,2.543,195.809,0.224,-7.186,0.534,0.06,718.444,,
347,1.1,,,0.734,0.063,0.014,0.036,,,,,0.252,-6.545,0.734,0.063,85.33,,
348,1.1,1.421,1.421,0.537,0.061,0.013,0.028,0.395,0.385,2.543,192.368,0.224,-7.18,0.537,0.061,710.205,,
348,1.1,,,0.474,0.066,0.014,0.036,,,,,0.252,-6.555,0.474,0.066,84.669,,
349,1.1,1.423,1.423,0.537,0.06,0.013,0.028,0.396,0.385,2.532,194.488,0.225,-7.177,0.537,0.06,709.693,,
349,1.1,,,0.704,0.064,0.014,0.036,,,,,0.251,-6.534,0.704,0.064,86.026,,
350,1.1,1.422,1.422,0.534,0.061,0.013,0.028,0.397,0.388,2.536,192.638,0.225,-7.167,0.534,0.061,713.185,,
350,1.1,,,0.614,0.065,0.014,0.036,,,,,0.252,-6.535,0.614,0.065,90.844,,
350,,,,,,,,,,,,,,,,51.54,-7.482,
350,,,,,,,,,,,,,,,,,,88.14
351,1.1,1.422,1.422,0.538,0.061,0.013,0.028,0.395,0.382,2.523,188.206,0.225,-7.167,0.538,0.061,715.197,,
351,1.1,,,0.595,0.065,0.014,0.036,,,,,0.251,-6.537,0.595,0.065,86.117,,
352,1.1,1.422,1.422,0.537,0.061,0.013,0.028,0.394,0.385,2.523,191.379,0.224,-7.175,0.537,0.061,711.276,,
352,1.1,,,0.672,0.065,0.014,0.036,,,,,0.251,-6.546,0.672,0.065,84.302,,
353,1.1,1.423,1.423,0.537,0.061,0.013,0.028,0.392,0.376,2.518,194.275,0.225,-7.161,0.537,0.061,709.926,,
353,1.1,,,0.685,0.064,0.014,0.036,,,,,0.252,-6.546,0.685,0.064,84.769,,
354,1.1,1.422,1.422,0.536,0.061,0.013,0.028,0.395,0.383,2.53,192.746,0.224,-7.158,0.536,0.061,713.388,,
354,1.1,,,0.637,0.065,0.014,0.036,,,,,0.251,-6.537,0.637,0.065,88.494,,
355,1.1,1.422,1.422,0.538,0.061,0.013,0.028,0.395,0.381,2.526,189.955,0.224,-7.178,0.538,0.061,708.785,,
355,1.1,,,0.6,0.065,0.014,0.036,,,,,0.252,-6.552,0.6,0.065,85.571,,
356,1.1,1.42,1.42,0.537,0.061,0.013,0.028,0.395,0.381,2.526,194.234,0.224,-7.198,0.537,0.061,713.765,,
356,1.1,,,0.763,0.065,0.014,0.036,,,,,0.251,-6.57,0.763,0.065,84.902,,
357,1.1,1.42,1.42,0.538,0.061,0.013,0.028,0.396,0.381,2.518,192.864,0.224,-7.166,0.538,0.061,709.553,,
357,1.1,,,0.49,0.066,0.014,0.036,,,,,0.251,-6.551,0.49,0.066,84.601,,
358,1.1,1.42,1.42,0.537,0.061,0.013,0.028,0.394,0.379,2.516,190.76,0.224,-7.207,0.537,0.061,711.029,,
358,1.1,,,0.668,0.065,0.014,0.036,,,,,0.252,-6.546,0.668,0.065,89.593,,
359,1.1,1.419,1.419,0.538,0.062,0.013,0.028,0.395,0.375,2.521,192.999,0.224,-7.202,0.538,0.062,710.615,,
359,1.1,,,0.694,0.065,0.014,0.036,,,,,0.251,-6.548,0.694,0.065,85.774,,
360,1.1,1.418,1.418,0.538,0.062,0.013,0.028,0.395,0.38,2.517,190.441,0.225,-7.163,0.538,0.062,713.134,,
360,1.1,,,0.662,0.066,0.014,0.036,,,,,0.251,-6.545,0.662,0.066,84.595,,
361,1.1,1.419,1.419,0.538,0.062,0.013,0.028,0.395,0.381,2.514,191.321,0.225,-7.205,0.538,0.062,711.435,,
361,1.1,,,0.524,0.066,0.014,0.036,,,,,0.251,-6.549,0.524,0.066,84.6,,
362,1.1,1.418,1.418,0.538,0.062,0.013,0.028,0.395,0.377,2.517,190.835,0.224,-7.165,0.538,0.062,710.714,,
362,1.1,,,0.685,0.066,0.014,0.036,,,,,0.252,-6.549,0.685,0.066,100.65,,
363,1.1,1.417,1.417,0.539,0.062,0.013,0.028,0.396,0.38,2.514,190.368,0.225,-7.17,0.539,0.062,715.041,,
363,1.1,,,0.686,0.067,0.014,0.036,,,,,0.252,-6.533,0.686,0.067,85.419,,
364,1.1,1.417,1.417,0.537,0.062,0.013,0.028,0.394,0.384,2.509,189.038,0.225,-7.209,0.537,0.062,712.501,,
364,1.1,,,0.662,0.067,0.014,0.036,,,,,0.251,-6.528,0.662,0.067,84.138,,
365,1.1,1.416,1.416,0.537,0.062,0.013,0.028,0.395,0.389,2.508,186.467,0.225,-7.147,0.537,0.062,710.997,,
365,1.1,,,0.521,0.068,0.014,0.036,,,,,0.251,-6.537,0.521,0.068,86.923,,
366,1.1,1.415,1.415,0.538,0.063,0.013,0.028,0.395,0.385,2.512,190.333,0.224,-7.192,0.538,0.063,727.354,,
366,1.1,,,0.668,0.066,0.014,0.036,,,,,0.252,-6.528,0.668,0.066,89.474,,
367,1.1,1.414,1.414,0.539,0.063,0.013,0.028,0.396,0.394,2.502,189.75,0.224,-7.149,0.539,0.063,709.991,,
367,1.1,,,0.711,0.067,0.014,0.036,,,,,0.251,-6.533,0.711,0.067,85.025,,
368,1.1,1.414,1.414,0.541,0.063,0.013,0.028,0.396,0.398,2.502,189.149,0.224,-7.174,0.541,0.063,709.807,,
368,1.1,,,0.432,0.068,0.014,0.036,,,,,0.252,-6.546,0.432,0.068,84.136,,
369,1.1,1.414,1.414,0.539,0.063,0.013,0.028,0.396,0.393,2.505,190.779,0.224,-7.179,0.539,0.063,710.932,,
369,1.1,,,0.717,0.067,0.014,0.036,,,,,0.251,-6.538,0.717,0.067,89.086,,
370,1.1,1.416,1.416,0.538,0.063,0.013,0.028,0.395,0.395,2.502,189.008,0.224,-7.168,0.538,0.063,707.362,,
370,1.1,,,0.682,0.067,0.014,0.036,,,,,0.251,-6.537,0.682,0.067,83.905,,
371,1.1,1.413,1.413,0.54,0.063,0.013,0.028,0.395,0.397,2.501,190.383,0.225,-7.195,0.54,0.063,708.564,,
371,1.1,,,0.65,0.067,0.014,0.036,,,,,0.251,-6.551,0.65,0.067,83.877,,
372,1.1,1.415,1.415,0.539,0.063,0.013,0.028,0.393,0.388,2.498,187.047,0.224,-7.196,0.539,0.063,716.823,,
372,1.1,,,0.659,0.067,0.014,0.036,,,,,0.251,-6.537,0.659,0.067,86.646,,
373,1.1,1.415,1.415,0.539,0.063,0.013,0.028,0.396,0.39,2.505,186.026,0.224,-7.178,0.539,0.063,709.198,,
373,1.1,,,0.649,0.067,0.014,0.036,,,,,0.252,-6.513,0.649,0.067,90.577,,
374,1.1,1.412,1.412,0.541,0.064,0.013,0.028,0.397,0.392,2.509,187.15,0.225,-7.173,0.541,0.064,714.802,,
374,1.1,,,0.649,0.067,0.014,0.036,,,,,0.251,-6.561,0.649,0.067,86.77,,
375,1.1,1.414,1.414,0.542,0.063,0.013,0.028,0.395,0.392,2.497,192.143,0.224,-7.172,0.542,0.063,709.959,,
375,1.1,,,0.62,0.068,0.014,0.036,,,,,0.251,-6.561,0.62,0.068,83.594,,
375,,,,,,,,,,,,,,,,46.685,-7.468,
375,,,,,,,,,,,,,,,,,,79.286
376,1.1,1.414,1.414,0.541,0.063,0.013,0.028,0.395,0.391,2.496,189.558,0.224,-7.163,0.541,0.063,712.568,,
376,1.1,,,0.626,0.068,0.014,0.036,,,,,0.252,-6.521,0.626,0.068,84.143,,
377,1.1,1.413,1.413,0.541,0.064,0.013,0.028,0.396,0.391,2.501,187.335,0.224,-7.2,0.541,0.064,712.45,,
377,1.1,,,0.68,0.068,0.014,0.036,,,,,0.251,-6.552,0.68,0.068,84.576,,
378,1.1,1.414,1.414,0.541,0.064,0.013,0.028,0.393,0.384,2.489,184.5,0.224,-7.205,0.541,0.064,713.053,,
378,1.1,,,0.678,0.068,0.014,0.036,,,,,0.252,-6.545,0.678,0.068,85.064,,
379,1.1,1.411,1.411,0.542,0.064,0.013,0.028,0.395,0.387,2.495,189.402,0.225,-7.181,0.542,0.064,719.264,,
379,1.1,,,0.55,0.068,0.014,0.036,,,,,0.252,-6.547,0.55,0.068,87.169,,
380,1.1,1.411,1.411,0.542,0.064,0.013,0.028,0.395,0.386,2.497,185.144,0.224,-7.191,0.542,0.064,710.885,,
380,1.1,,,0.619,0.068,0.014,0.036,,,,,0.251,-6.542,0.619,0.068,85.449,,
381,1.1,1.413,1.413,0.541,0.064,0.013,0.028,0.395,0.391,2.495,186.897,0.224,-7.189,0.541,0.064,711.517,,
381,1.1,,,0.679,0.069,0.014,0.036,,,,,0.252,-6.524,0.679,0.069,98.805,,
382,1.1,1.409,1.409,0.542,0.065,0.013,0.028,0.396,0.391,2.502,181.974,0.224,-7.189,0.542,0.065,709.223,,
382,1.1,,,0.568,0.069,0.014,0.036,,,,,0.251,-6.53,0.568,0.069,86.22,,
383,1.1,1.41,1.41,0.542,0.064,0.013,0.028,0.395,0.385,2.492,184.871,0.224,-7.198,0.542,0.064,710.634,,
383,1.1,,,0.649,0.069,0.014,0.036,,,,,0.251,-6.515,0.649,0.069,86.056,,
384,1.1,1.408,1.408,0.544,0.065,0.013,0.028,0.397,0.389,2.491,187.664,0.224,-7.174,0.544,0.065,708.25,,
384,1.1,,,0.444,0.07,0.014,0.036,,,,,0.251,-6.539,0.444,0.07,85.629,,
385,1.1,1.408,1.408,0.543,0.065,0.013,0.028,0.395,0.39,2.493,192.581,0.224,-7.197,0.543,0.065,730.807,,
385,1.1,,,0.735,0.068,0.014,0.036,,,,,0.251,-6.556,0.735,0.068,84.546,,
386,1.1,1.408,1.408,0.542,0.065,0.013,0.028,0.396,0.389,2.487,186.426,0.225,-7.181,0.542,0.065,710.605,,
386,1.1,,,0.607,0.069,0.014,0.036,,,,,0.251,-6.518,0.607,0.069,85.413,,
387,1.1,1.408,1.408,0.543,0.065,0.013,0.028,0.395,0.392,2.489,183.346,0.224,-7.182,0.543,0.065,711.867,,
387,1.1,,,0.555,0.069,0.014,0.036,,,,,0.251,-6.538,0.555,0.069,92.165,,
388,1.1,1.408,1.408,0.544,0.065,0.013,0.028,0.394,0.394,2.488,186.099,0.224,-7.169,0.544,0.065,712.625,,
388,1.1,,,0.644,0.07,0.014,0.036,,,,,0.251,-6.523,0.644,0.07,87.451,,
389,1.1,1.409,1.409,0.544,0.065,0.013,0.028,0.394,0.392,2.485,186.231,0.223,-7.199,0.544,0.065,710.311,,
389,1.1,,,0.66,0.069,0.014,0.036,,,,,0.25,-6.535,0.66,0.069,86.852,,
390,1.1,1.409,1.409,0.542,0.065,0.013,0.028,0.394,0.395,2.482,186.989,0.224,-7.192,0.542,0.065,709.101,,
390,1.1,,,0.58,0.07,0.014,0.036,,,,,0.251,-6.518,0.58,0.07,85.679,,
391,1.1,1.409,1.409,0.544,0.065,0.013,0.028,0.394,0.391,2.485,188.218,0.224,-7.181,0.544,0.065,1311.521,,
391,1.1,,,0.594,0.071,0.014,0.036,,,,,0.25,-6.539,0.594,0.071,154.769,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,1.1,1.41,1.41,0.543,0.065,0.013,0.027,0.392,0.382,2.47,186.755,0.223,-7.232,0.543,0.065,831.821,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,
392,1.1,,,0.653,0.07,0.014,0.036,,,,,0.251,-6.52,0.653,0.07,127.939,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,1.1,1.407,1.407,0.545,0.066,0.013,0.028,0.396,0.393,2.486,185.328,0.223,-7.166,0.545,0.066,718.557,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,
393,1.1,,,0.654,0.07,0.014,0.036,,,,,0.252,-6.558,0.654,0.07,109.887,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,1.1,1.407,1.407,0.543,0.066,0.013,0.028,0.396,0.392,2.481,184.236,0.223,-7.195,0.543,0.066,728.014,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,
394,1.1,,,0.638,0.07,0.014,0.036,,,,,0.252,-6.535,0.638,0.07,103.752,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,1.1,1.407,1.407,0.544,0.066,0.013,0.028,0.395,0.392,2.483,185.294,0.224,-7.196,0.544,0.066,735.401,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,
395,1.1,,,0.704,0.07,0.014,0.036,,,,,0.252,-6.543,0.704,0.07,112.555,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,1.1,1.404,1.404,0.545,0.066,0.013,0.028,0.395,0.391,2.483,185.601,0.224,-7.2,0.545,0.066,726.998,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,
396,1.1,,,0.626,0.072,0.014,0.036,,,,,0.252,-6.536,0.626,0.072,152.063,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,1.1,1.406,1.406,0.544,0.066,0.013,0.027,0.393,0.393,2.474,184.429,0.223,-7.205,0.544,0.066,757.248,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,
397,1.1,,,0.588,0.071,0.014,0.036,,,,,0.251,-6.539,0.588,0.071,103.328,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,1.1,1.406,1.406,0.544,0.066,0.013,0.028,0.396,0.397,2.485,183.73,0.224,-7.2,0.544,0.066,737.492,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,
398,1.1,,,0.709,0.07,0.014,0.036,,,,,0.251,-6.529,0.709,0.07,92.101,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,1.1,1.406,1.406,0.544,0.066,0.013,0.027,0.396,0.396,2.472,189.254,0.223,-7.193,0.544,0.066,736.525,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,
399,1.1,,,0.646,0.071,0.014,0.036,,,,,0.251,-6.538,0.646,0.071,99.1,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,1.1,1.407,1.407,0.544,0.066,0.013,0.027,0.392,0.39,2.472,186.279,0.224,-7.213,0.544,0.066,753.015,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,1.1,,,0.623,0.071,0.014,0.036,,,,,0.252,-6.551,0.623,0.071,92.064,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,71.688,-7.524,
400,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,144.268
