Epoch,| bandwidth,d_loss,d_msstftd,adv_msstftd,feat_msstftd,l1,msspec,penalty,ratio1,g_loss,ratio2,mel,sisnr,adv,feat,duration,| sisnr,| duration
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,
35,1.1,,,1.695,0.024,0.015,0.033,,,,,0.252,-5.59,1.695,0.024,111.336,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,1.1,0.667,0.667,1.675,0.024,0.015,0.031,0.262,0.229,1.704,8.633,0.251,-5.274,1.675,0.024,699.813,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,
36,1.1,,,1.529,0.025,0.015,0.033,,,,,0.251,-5.622,1.529,0.025,96.005,,
